Sample_name	scaffold_name	taxID	tax_name	Avg._log_e-value	species	genus	family	order	class	phylum	kingdom	superkingdom	Avg_fold	Length	Ref_GC	Nr_ORFs	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
SRR7892471	NODE_551_length_2007_cov_13.994819	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	67.8022	2007	0.5944	4.0	100.0	2007	793	801	0.5616	49	69.75
SRR7892471	NODE_553_length_2006_cov_1.770866	862962.0	Bacteroides fragilis 638R	-450.0	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	9.7238	2006	0.5	3.0	100.0	2006	117	120	0.4969	8	5.91
SRR7892471	NODE_554_length_2004_cov_23.111572	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	117.4072	2004	0.5953	2.0	100.0	2004	1420	1427	0.5683	61	119.44
SRR7892471	NODE_555_length_2004_cov_9.227815	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	50.6223	2004	0.6287	2.0	99.9002	2002	606	609	0.6125	40	43.21
SRR7892471	NODE_556_length_2004_cov_3.166061	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	15.4431	2004	0.4212	1.0	96.8563	1941	179	182	0.4333	14	8.63
SRR7892471	NODE_557_length_2004_cov_2.822003	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	13.9276	2004	0.4062	1.0	100.0	2004	165	163	0.4113	12	9.72
SRR7892471	NODE_559_length_1999_cov_4.856400	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	24.4362	1999	0.6038	2.0	100.0	1999	278	281	0.6071	15	22.53
SRR7892471	NODE_560_length_1995_cov_19.920229	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	94.3754	1995	0.5985	3.0	99.599	1987	1094	1091	0.6081	67	90.25
SRR7892471	NODE_561_length_1993_cov_3.557933	28116.0	Bacteroides ovatus	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	15.1897	1993	0.42	1.0	96.1365	1916	169	169	0.4327	12	13.49
SRR7892471	NODE_562_length_1992_cov_15.378068	657322.0	Faecalibacterium prausnitzii SL3/3	-151.903089986992	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	66.4895	1992	0.511	3.0	99.7992	1988	776	777	0.5041	60	35.66
SRR7892471	NODE_563_length_1988_cov_15.925170	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	70.6585	1988	0.4532	4.0	99.3964	1976	808	805	0.4604	41	64.59
SRR7892471	NODE_565_length_1985_cov_7.400943	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	41.0489	1985	0.5884	3.0	98.7909	1961	495	495	0.5788	39	20.34
SRR7892471	NODE_566_length_1982_cov_19.695013	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	100.0055	1982	0.6468	4.0	100.0	1982	1220	1211	0.6366	61	103.96
SRR7892471	NODE_567_length_1982_cov_12.711811	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	61.8653	1982	0.6019	1.0	99.7982	1978	714	711	0.5985	49	48.5
SRR7892471	NODE_568_length_1978_cov_3.110994	862962.0	Bacteroides fragilis 638R	-450.0	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	15.8064	1978	0.4378	3.0	100.0	1978	198	197	0.4301	12	11.54
SRR7892471	NODE_569_length_1977_cov_5.642105	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	28.3273	1977	0.4669	2.0	100.0	1977	375	374	0.4656	25	18.47
SRR7892471	NODE_570_length_1977_cov_3.626316	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	18.87	1977	0.4396	2.0	100.0	1977	237	237	0.4301	18	11.6
SRR7892471	NODE_571_length_1976_cov_14.901001	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	74.2773	1976	0.583	3.0	99.1903	1960	860	856	0.5249	40	68.39
SRR7892471	NODE_573_length_1973_cov_2.697785	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	12.0618	1973	0.4242	3.0	100.0	1973	136	137	0.4365	11	6.9
SRR7892471	NODE_574_length_1971_cov_20.957761	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	104.5282	1971	0.5784	6.0	100.0	1971	1219	1210	0.5812	61	91.58
SRR7892471	NODE_575_length_1969_cov_8.417548	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	42.45	1969	0.5576	2.0	98.4764	1939	507	502	0.5543	35	35.09
SRR7892471	NODE_576_length_1969_cov_4.929175	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	20.3535	1969	0.4485	3.0	99.6953	1963	227	227	0.4521	19	9.89
SRR7892471	NODE_577_length_1966_cov_5.128639	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	25.7828	1966	0.6139	4.0	98.5758	1938	309	303	0.6078	23	14.78
SRR7892471	NODE_578_length_1964_cov_10.489666	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	51.3712	1964	0.6324	2.0	100.0	1964	589	591	0.58	21	66.89
SRR7892471	NODE_579_length_1963_cov_38.336691	1502.0	Clostridium perfringens	-450.0		Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	294.4758	1963	0.5201	2.0	100.0	1963	3642	3542	0.5102	182	312.97
SRR7892471	NODE_580_length_1963_cov_9.457582	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	45.4855	1963	0.6011	2.0	99.6434	1956	526	519	0.5878	36	34.6
SRR7892471	NODE_581_length_1963_cov_2.431071	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	12.1676	1963	0.4223	3.0	100.0	1963	137	137	0.4441	9	12.77
SRR7892471	NODE_583_length_1960_cov_9.711630	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	43.0872	1960	0.5673	5.0	100.0	1960	479	481	0.5272	20	51.43
SRR7892471	NODE_584_length_1959_cov_3.018597	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	17.0745	1959	0.6136	1.0	100.0	1959	206	203	0.605	13	10.8
SRR7892471	NODE_585_length_1956_cov_5.860564	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	38.2485	1956	0.6498	3.0	100.0	1956	508	505	0.6073	25	36.48
SRR7892471	NODE_586_length_1953_cov_98.769190	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	478.3461	1953	0.5673	3.0	100.0	1953	5423	5421	0.5374	205	695.54
SRR7892471	NODE_587_length_1951_cov_7.791889	2.0	Bacteria	-450.0									36.1107	1951	0.5638	2.0	100.0	1951	415	415	0.5534	30	23.63
SRR7892471	NODE_588_length_1949_cov_16.761752	126378.0	Prevotella sp. RS2	-54.6307841425899		Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	79.6921	1949	0.5516	1.0	100.0	1949	919	907	0.576	64	44.86
SRR7892471	NODE_589_length_1949_cov_14.469017	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	75.7999	1949	0.6203	3.0	100.0	1949	869	865	0.5809	39	100.92
SRR7892471	NODE_590_length_1949_cov_5.108974	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	26.4874	1949	0.6372	2.0	100.0	1949	346	345	0.5759	15	29.08
SRR7892471	NODE_591_length_1948_cov_14.450027	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	62.1899	1948	0.4784	4.0	100.0	1948	683	680	0.4926	58	35.54
SRR7892471	NODE_592_length_1948_cov_6.535008	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	32.1083	1948	0.6247	2.0	99.1273	1931	390	385	0.6191	24	22.7
SRR7892471	NODE_593_length_1947_cov_8.777005	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	39.9712	1947	0.6163	2.0	99.9486	1946	467	469	0.5816	18	39.57
SRR7892471	NODE_594_length_1947_cov_5.058824	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	21.643	1947	0.5855	3.0	100.0	1947	243	236	0.5832	19	11.61
SRR7892471	NODE_595_length_1945_cov_6.367238	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	30.1069	1945	0.5928	3.0	98.2519	1911	341	339	0.5732	23	26.13
SRR7892471	NODE_596_length_1944_cov_5.882164	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	33.2027	1944	0.6121	2.0	100.0	1944	388	392	0.6074	32	24.21
SRR7892471	NODE_597_length_1943_cov_5.997856	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	33.6444	1943	0.6166	2.0	100.0	1943	435	437	0.5775	26	25.81
SRR7892471	NODE_598_length_1940_cov_6.274826	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	25.3923	1940	0.5345	2.0	97.8866	1899	275	276	0.5357	25	14.97
SRR7892471	NODE_599_length_1940_cov_5.359635	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	29.9979	1940	0.6284	2.0	100.0	1940	363	363	0.602	29	19.05
SRR7892471	NODE_600_length_1940_cov_3.640902	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	16.6655	1940	0.582	2.0	99.4845	1930	195	187	0.5809	14	10.12
SRR7892471	NODE_601_length_1936_cov_6.133405	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	31.2221	1936	0.6157	3.0	100.0	1936	390	392	0.5984	25	19.39
SRR7892471	NODE_603_length_1931_cov_5.553398	295405.0	Bacteroides fragilis YCH46	-450.0	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	24.7048	1931	0.4687	1.0	100.0	1931	295	306	0.4776	19	20.18
SRR7892471	NODE_606_length_1923_cov_9.632719	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	48.3921	1923	0.5876	4.0	100.0	1923	568	569	0.5441	35	44.99
SRR7892471	NODE_608_length_1921_cov_9.752169	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	49.6851	1921	0.5768	1.0	98.178	1886	564	559	0.5758	36	41.82
SRR7892471	NODE_609_length_1921_cov_9.181128	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	37.5518	1921	0.5044	1.0	100.0	1921	407	404	0.5174	31	24.87
SRR7892471	NODE_610_length_1921_cov_8.366052	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	43.075	1921	0.5679	2.0	99.0109	1902	527	523	0.5595	41	32.11
SRR7892471	NODE_611_length_1918_cov_984.633351	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	5810.7727	1918	0.4645	1.0	100.0	1918	67126	66839	0.5097	1794	8619.49
SRR7892471	NODE_612_length_1917_cov_2.230435	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	10.4512	1917	0.4424	3.0	100.0	1917	117	113	0.45	9	5.87
SRR7892471	NODE_613_length_1908_cov_6.382851	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	30.6153	1908	0.5655	3.0	100.0	1908	343	341	0.5289	23	22.73
SRR7892471	NODE_615_length_1902_cov_2.361096	28116.0	Bacteroides ovatus	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	12.3617	1902	0.4238	2.0	99.7897	1898	154	154	0.4164	10	8.34
SRR7892471	NODE_616_length_1900_cov_17.595721	657322.0	Faecalibacterium prausnitzii SL3/3	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	82.2742	1900	0.5963	1.0	98.5789	1873	897	899	0.5926	69	55.56
SRR7892471	NODE_617_length_1899_cov_14.988474	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	72.169	1899	0.6156	2.0	98.2622	1866	814	807	0.5985	43	61.29
SRR7892471	NODE_618_length_1899_cov_4.067508	862962.0	Bacteroides fragilis 638R	-450.0	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	18.5914	1899	0.3907	3.0	100.0	1899	208	209	0.4312	13	17.52
SRR7892471	NODE_619_length_1898_cov_11.163646	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	50.4831	1898	0.5306	3.0	100.0	1898	555	551	0.5264	40	37.89
SRR7892471	NODE_620_length_1898_cov_8.817683	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	44.6623	1898	0.6312	3.0	100.0	1898	495	495	0.6266	36	30.81
SRR7892471	NODE_621_length_1895_cov_8.882838	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	41.4285	1895	0.6385	1.0	99.8417	1892	469	475	0.6258	28	35.28
SRR7892471	NODE_622_length_1894_cov_58.875619	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	252.0158	1894	0.4873	2.0	100.0	1894	2652	2655	0.4568	90	285.44
SRR7892471	NODE_623_length_1892_cov_6.999449	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	30.9186	1892	0.5988	3.0	100.0	1892	338	333	0.5894	25	23.27
SRR7892471	NODE_624_length_1892_cov_6.153719	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	29.2273	1892	0.4651	3.0	100.0	1892	329	328	0.4499	26	20.55
SRR7892471	NODE_625_length_1889_cov_22.414459	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	92.2843	1889	0.486	3.0	100.0	1889	963	964	0.4922	78	60.76
SRR7892471	NODE_626_length_1888_cov_8.903368	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	44.9153	1888	0.6181	1.0	100.0	1888	506	508	0.6109	39	31.72
SRR7892471	NODE_628_length_1886_cov_36.003870	2093856.0	Butyricimonas faecalis	-450.0		Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	176.8579	1886	0.4634	1.0	100.0	1886	1862	1855	0.4716	166	123.77
SRR7892471	NODE_630_length_1884_cov_8.892640	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	38.4984	1884	0.56	2.0	100.0	1884	411	412	0.5791	22	38.09
SRR7892471	NODE_631_length_1884_cov_7.640841	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	35.9076	1884	0.5828	3.0	100.0	1884	387	389	0.5761	20	34.51
SRR7892471	NODE_632_length_1884_cov_5.133924	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	25.3503	1884	0.6391	2.0	99.4161	1873	287	282	0.6369	16	23.99
SRR7892471	NODE_633_length_1883_cov_8.225914	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	39.6484	1883	0.5937	3.0	100.0	1883	432	430	0.5413	23	38.23
SRR7892471	NODE_634_length_1880_cov_6.032169	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	27.9011	1880	0.5856	2.0	98.3511	1849	307	302	0.5856	25	16.53
SRR7892471	NODE_635_length_1873_cov_5.764477	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	26.1287	1873	0.4517	2.0	100.0	1873	306	305	0.4625	16	22.47
SRR7892471	NODE_637_length_1862_cov_4.004482	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	17.8835	1862	0.4227	1.0	100.0	1862	194	194	0.4305	14	12.52
SRR7892471	NODE_638_length_1859_cov_15.370932	853.0	Faecalibacterium prausnitzii	-28.5257837359237		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	62.1388	1859	0.5159	2.0	100.0	1859	629	626	0.4705	18	90.9
SRR7892471	NODE_639_length_1855_cov_10.471879	2048062.0	Phage 203	-450.0		Vequintavirus	Myoviridae	Caudovirales				Viruses	44.4706	1855	0.4178	3.0	100.0	1855	468	465	0.4255	27	43.33
SRR7892471	NODE_640_length_1855_cov_7.745782	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	41.903	1855	0.6167	3.0	100.0	1855	468	470	0.6137	37	23.58
SRR7892471	NODE_641_length_1854_cov_18.015757	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	85.5523	1854	0.63	4.0	100.0	1854	924	919	0.6266	68	67.29
SRR7892471	NODE_642_length_1854_cov_4.924029	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	23.0442	1854	0.589	3.0	100.0	1854	271	268	0.5764	22	12.47
SRR7892471	NODE_643_length_1852_cov_15.192113	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	78.9908	1852	0.5994	3.0	100.0	1852	847	847	0.5931	40	111.85
SRR7892471	NODE_644_length_1850_cov_12.067682	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	63.5622	1850	0.6189	2.0	100.0	1850	717	723	0.619	43	47.93
SRR7892471	NODE_645_length_1848_cov_8.062112	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	38.7814	1848	0.4708	5.0	100.0	1848	439	441	0.4864	28	24.23
SRR7892471	NODE_647_length_1846_cov_24.561899	767031.0	Prevotella denticola F0289	-133.037157318799	Prevotella denticola	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	113.1008	1846	0.4978	2.0	99.8917	1844	1197	1205	0.5004	110	86.25
SRR7892471	NODE_648_length_1843_cov_5.874292	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	31.7585	1843	0.5974	3.0	100.0	1843	352	354	0.5847	29	21.63
SRR7892471	NODE_649_length_1842_cov_10.853824	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	51.8491	1842	0.6265	2.0	100.0	1842	568	564	0.6016	31	46.61
SRR7892471	NODE_650_length_1839_cov_13.545970	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	63.0136	1839	0.5775	3.0	98.8037	1817	669	676	0.5724	62	27.9
SRR7892471	NODE_653_length_1836_cov_9.658329	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	45.8568	1836	0.5468	1.0	100.0	1836	539	545	0.5728	28	38.57
SRR7892471	NODE_654_length_1835_cov_15.088737	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	69.061	1835	0.5853	2.0	100.0	1835	726	723	0.5808	38	74.29
SRR7892471	NODE_655_length_1834_cov_2.634604	295405.0	Bacteroides fragilis YCH46	-450.0	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	11.9504	1834	0.5196	2.0	100.0	1834	128	128	0.5348	11	7.28
SRR7892471	NODE_656_length_1833_cov_3.415718	817.0	Bacteroides fragilis	-450.0		Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes		Bacteria	16.6612	1833	0.4212	1.0	100.0	1833	188	184	0.4212	15	12.02
SRR7892471	NODE_658_length_1828_cov_6.341519	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	30.227	1828	0.5914	2.0	100.0	1828	321	317	0.5851	27	19.35
SRR7892471	NODE_659_length_1827_cov_9.102857	853.0	Faecalibacterium prausnitzii	-450.0		Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	44.8982	1827	0.6207	4.0	100.0	1827	491	491	0.6089	34	37.65
SRR7892471	NODE_660_length_1827_cov_8.973714	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	40.5008	1827	0.5988	2.0	99.4527	1817	425	420	0.5874	23	38.61
SRR7892471	NODE_661_length_1826_cov_17.994282	718252.0	Faecalibacterium prausnitzii L2-6	-450.0	Faecalibacterium prausnitzii	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria	95.1867	1826	0.5739	3.0	100.0	1826	1044	1053	0.5712	67	81.17
