Sample_name	scaffold_name	Avg_fold	Length	Ref_GC	Nr_ORFs	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
SRR7892471	NODE_1915_length_1057_cov_0.077419	5.8666	1057	0.4475	2.0	100.0	1057	33	35	0.4467	5	2.84
SRR7892471	NODE_1924_length_1055_cov_0.506466	30.3422	1055	0.3422	2.0	98.4834	1039	186	181	0.3533	33	14.98
SRR7892471	NODE_1925_length_1055_cov_0.448276	19.8341	1055	0.4796	3.0	98.8626	1043	134	124	0.4924	16	14.25
SRR7892471	NODE_1929_length_1055_cov_0.169181	8.7791	1055	0.5175	1.0	95.0711	1003	52	52	0.5004	8	6.08
SRR7892471	NODE_1932_length_1054_cov_0.954693	42.7173	1054	0.4288	2.0	100.0	1054	255	258	0.4312	41	14.4
SRR7892471	NODE_1943_length_1052_cov_0.205405	9.0447	1052	0.3013	1.0	100.0	1052	55	55	0.3365	8	5.13
SRR7892471	NODE_1947_length_1051_cov_0.446970	20.1047	1051	0.4063	1.0	97.5262	1025	119	119	0.4105	15	20.41
SRR7892471	NODE_1953_length_1050_cov_0.302275	19.501	1050	0.5181	1.0	100.0	1050	167	165	0.5398	10	21.31
SRR7892471	NODE_1954_length_1050_cov_0.214518	10.2648	1050	0.4867	1.0	99.4286	1044	63	62	0.4917	9	5.89
SRR7892471	NODE_1956_length_1050_cov_0.161430	8.4876	1050	0.4305	2.0	100.0	1050	52	52	0.4253	8	5.04
SRR7892471	NODE_1957_length_1050_cov_0.137595	8.0048	1050	0.4295	1.0	100.0	1050	57	57	0.4294	7	5.13
SRR7892471	NODE_1962_length_1049_cov_0.186551	13.0648	1049	0.4938	2.0	100.0	1049	78	81	0.5	11	7.49
SRR7892471	NODE_1964_length_1049_cov_0.108460	5.4776	1049	0.5272	2.0	100.0	1049	31	31	0.5345	5	3.06
SRR7892471	NODE_1966_length_1048_cov_2.188925	128.0744	1048	0.584	3.0	100.0	1048	779	799	0.5763	123	71.19
SRR7892471	NODE_1973_length_1047_cov_0.227174	10.9809	1047	0.5014	2.0	100.0	1047	71	71	0.5227	6	9.65
SRR7892471	NODE_1975_length_1047_cov_0.130435	12.723	1047	0.4594	1.0	100.0	1047	79	79	0.4627	12	6.37
SRR7892471	NODE_1978_length_1046_cov_0.680087	26.5727	1046	0.3633	2.0	100.0	1046	155	154	0.3786	22	16.7
SRR7892471	NODE_1981_length_1046_cov_0.177367	9.5813	1046	0.4981	1.0	100.0	1046	73	73	0.4765	8	6.6
SRR7892471	NODE_1983_length_1045_cov_0.668845	27.089	1045	0.3761	1.0	94.8325	991	158	159	0.3752	30	14.01
SRR7892471	NODE_1989_length_1044_cov_0.647764	28.3688	1044	0.4875	2.0	100.0	1044	201	212	0.4708	23	15.59
SRR7892471	NODE_1991_length_1043_cov_4.210699	220.1333	1043	0.5331	1.0	100.0	1043	1337	1316	0.5409	141	172.45
SRR7892471	NODE_1993_length_1043_cov_0.890830	35.9664	1043	0.4084	4.0	100.0	1043	209	209	0.3825	21	35.1
SRR7892471	NODE_1994_length_1043_cov_0.453057	18.2761	1043	0.4391	2.0	100.0	1043	105	106	0.4641	10	18.71
SRR7892471	NODE_1995_length_1043_cov_0.417031	21.1361	1043	0.5446	2.0	100.0	1043	129	133	0.5046	20	14.65
SRR7892471	NODE_1996_length_1043_cov_0.225983	7.6606	1043	0.4535	2.0	98.2742	1025	45	45	0.453	7	4.62
SRR7892471	NODE_2003_length_1042_cov_0.119126	12.7783	1042	0.2658	5.0	100.0	1042	95	94	0.311	11	7.02
SRR7892471	NODE_2014_length_1039_cov_0.945175	38.5072	1039	0.4273	1.0	100.0	1039	230	228	0.433	36	17.64
SRR7892471	NODE_2016_length_1039_cov_0.302632	17.8595	1039	0.3099	3.0	99.3263	1032	114	112	0.3302	17	9.47
SRR7892471	NODE_2017_length_1039_cov_0.259868	14.8893	1039	0.436	1.0	100.0	1039	90	89	0.4423	13	10.12
SRR7892471	NODE_2022_length_1038_cov_0.832053	35.8333	1038	0.3882	2.0	100.0	1038	217	211	0.3972	35	11.83
SRR7892471	NODE_2027_length_1037_cov_0.194505	11.5063	1037	0.3124	1.0	97.2035	1008	69	68	0.3229	9	8.28
SRR7892471	NODE_2028_length_1037_cov_0.167033	6.541	1037	0.46	2.0	99.4214	1031	44	47	0.4426	4	6.41
SRR7892471	NODE_2029_length_1036_cov_2.393839	111.5434	1036	0.4517	1.0	100.0	1036	655	659	0.4627	69	110.9
SRR7892471	NODE_2038_length_1036_cov_0.169417	9.5454	1036	0.5048	1.0	99.3243	1029	60	66	0.4836	8	6.51
SRR7892471	NODE_2042_length_1035_cov_0.481278	14.6725	1035	0.4715	2.0	97.7778	1012	79	80	0.4749	11	11.8
SRR7892471	NODE_2048_length_1034_cov_1.681367	52.8888	1034	0.5145	1.0	100.0	1034	309	308	0.5142	50	28.66
SRR7892471	NODE_2052_length_1034_cov_0.175303	8.1702	1034	0.3985	2.0	100.0	1034	49	50	0.4134	6	6.11
SRR7892471	NODE_2056_length_1033_cov_0.177704	7.2711	1033	0.3746	2.0	92.4492	955	57	57	0.4074	4	8.12
SRR7892471	NODE_2057_length_1033_cov_0.086093	6.7028	1033	0.5082	1.0	100.0	1033	40	40	0.5113	6	3.38
SRR7892471	NODE_2072_length_1031_cov_0.079646	8.969	1031	0.6654	1.0	94.8594	978	54	58	0.6594	9	5.2
SRR7892471	NODE_2074_length_1030_cov_0.417497	27.2961	1030	0.3184	3.0	100.0	1030	174	182	0.3448	21	22.43
SRR7892471	NODE_2078_length_1030_cov_0.200443	5.467	1030	0.4456	2.0	100.0	1030	31	31	0.435	3	5.13
SRR7892471	NODE_2079_length_1030_cov_0.193798	10.4903	1030	0.467	1.0	100.0	1030	64	61	0.4686	11	4.02
SRR7892471	NODE_2080_length_1030_cov_0.156146	13.5194	1030	0.4505	1.0	96.7961	997	86	84	0.44	11	9.88
SRR7892471	NODE_2082_length_1030_cov_0.147287	8.8583	1030	0.3786	2.0	100.0	1030	51	51	0.3826	8	4.66
SRR7892471	NODE_2084_length_1030_cov_0.066445	6.5223	1030	0.399	2.0	100.0	1030	45	45	0.4042	6	3.39
SRR7892471	NODE_2088_length_1029_cov_0.501109	13.0078	1029	0.3819	1.0	100.0	1029	73	73	0.3961	11	7.25
SRR7892471	NODE_2091_length_1029_cov_0.129712	10.55	1029	0.5423	1.0	100.0	1029	62	63	0.5413	8	7.48
SRR7892471	NODE_2092_length_1029_cov_0.084257	11.2935	1029	0.4393	2.0	98.4451	1013	69	72	0.4503	8	8.29
SRR7892471	NODE_2096_length_1028_cov_0.408435	13.8872	1028	0.4358	1.0	99.2218	1020	79	82	0.4393	15	6.17
SRR7892471	NODE_2102_length_1027_cov_0.172222	7.5511	1027	0.5102	1.0	100.0	1027	57	56	0.492	5	6.68
SRR7892471	NODE_2105_length_1026_cov_0.305895	13.6023	1026	0.4649	2.0	100.0	1026	83	83	0.4824	13	7.81
SRR7892471	NODE_2110_length_1026_cov_0.184650	7.7368	1026	0.4142	4.0	100.0	1026	47	47	0.4079	6	5.14
SRR7892471	NODE_2114_length_1025_cov_0.873051	38.1278	1025	0.3834	2.0	93.9512	963	218	221	0.3997	40	22.95
SRR7892471	NODE_2118_length_1024_cov_0.205128	7.4688	1024	0.4229	3.0	100.0	1024	49	48	0.4367	7	3.08
SRR7892471	NODE_2120_length_1023_cov_4.985491	197.176	1023	0.4751	2.0	100.0	1023	1225	1227	0.481	122	140.55
SRR7892471	NODE_2121_length_1023_cov_4.450893	162.346	1023	0.4761	3.0	100.0	1023	914	920	0.4437	133	137.97
SRR7892471	NODE_2125_length_1023_cov_0.335938	16.0704	1023	0.4194	1.0	100.0	1023	100	102	0.4377	12	11.31
SRR7892471	NODE_2129_length_1023_cov_0.199777	10.5425	1023	0.4467	1.0	100.0	1023	58	58	0.4464	9	6.37
SRR7892471	NODE_2130_length_1023_cov_0.175223	7.0215	1023	0.3421	1.0	99.3157	1016	41	41	0.3564	6	5.11
SRR7892471	NODE_2131_length_1023_cov_0.055804	5.6794	1023	0.4223	2.0	99.4135	1017	35	35	0.4301	6	2.78
SRR7892471	NODE_2138_length_1021_cov_14.807606	457.4437	1021	0.4623	2.0	100.0	1021	2524	2523	0.4642	149	575.05
SRR7892471	NODE_2139_length_1021_cov_2.063758	105.3673	1021	0.5749	4.0	100.0	1021	611	613	0.575	97	66.94
SRR7892471	NODE_2147_length_1021_cov_0.153244	4.7561	1021	0.4848	3.0	96.1802	982	25	25	0.4882	5	2.07
SRR7892471	NODE_2149_length_1020_cov_2.023516	73.049	1020	0.5069	1.0	100.0	1020	425	416	0.5108	74	33.36
SRR7892471	NODE_2151_length_1020_cov_0.426652	15.0441	1020	0.4304	1.0	100.0	1020	89	89	0.457	11	12.43
SRR7892471	NODE_2153_length_1020_cov_0.259798	15.3912	1020	0.3912	2.0	100.0	1020	95	95	0.3887	15	9.93
SRR7892471	NODE_2158_length_1019_cov_1.262332	41.6977	1019	0.4553	1.0	100.0	1019	225	226	0.4533	21	44.08
SRR7892471	NODE_2167_length_1019_cov_0.039238	8.5486	1019	0.4652	1.0	100.0	1019	51	50	0.4674	8	4.37
SRR7892471	NODE_2197_length_1015_cov_4.522523	243.8719	1015	0.5064	2.0	100.0	1015	1478	1489	0.521	173	165.12
SRR7892471	NODE_2208_length_1013_cov_0.146727	9.2024	1013	0.4946	2.0	100.0	1013	52	56	0.4959	9	5.43
SRR7892471	NODE_2222_length_1010_cov_0.611552	33.4356	1010	0.4832	2.0	100.0	1010	198	199	0.4493	30	29.99
SRR7892471	NODE_2226_length_1010_cov_0.103058	6.0208	1010	0.4723	2.0	96.3366	973	33	33	0.4642	4	4.37
SRR7892471	NODE_2227_length_1009_cov_0.670068	30.2616	1009	0.5689	2.0	100.0	1009	179	177	0.5708	26	20.44
SRR7892471	NODE_2231_length_1009_cov_0.209751	8.6462	1009	0.3964	1.0	100.0	1009	51	51	0.4139	5	7.33
SRR7892471	NODE_2239_length_1008_cov_0.410897	13.6349	1008	0.4931	1.0	100.0	1008	76	77	0.4844	9	10.03
SRR7892471	NODE_2240_length_1008_cov_0.170261	3.3135	1008	0.3988	1.0	95.1389	959	17	17	0.4029	3	1.79
SRR7892471	NODE_2255_length_1005_cov_0.611617	15.6647	1005	0.4199	2.0	100.0	1005	83	85	0.4269	9	16.72
SRR7892471	NODE_2259_length_1004_cov_0.391106	11.747	1004	0.3964	2.0	100.0	1004	65	66	0.3954	11	5.27
SRR7892471	NODE_2261_length_1004_cov_0.248575	21.5687	1004	0.2789	1.0	98.008	984	132	134	0.3036	18	16.61
SRR7892471	NODE_2263_length_1004_cov_0.041049	6.1464	1004	0.3745	3.0	94.8207	952	36	38	0.4009	5	4.63
SRR7892471	NODE_2276_length_1002_cov_0.313143	8.0569	1002	0.3992	1.0	98.4032	986	45	45	0.3879	7	4.67
SRR7892471	NODE_2278_length_1002_cov_0.180571	7.8553	1002	0.3613	2.0	100.0	1002	45	45	0.3859	7	5.14
SRR7892471	NODE_2279_length_1002_cov_0.161143	8.7116	1002	0.4192	1.0	100.0	1002	51	50	0.4252	6	6.28
SRR7892471	NODE_2282_length_1001_cov_1.169336	61.4655	1001	0.5854	2.0	100.0	1001	366	352	0.5982	62	40.43
SRR7892471	NODE_2284_length_1001_cov_0.221968	10.3656	1001	0.5115	1.0	98.4016	985	55	57	0.5273	8	8.13
SRR7892471	NODE_2286_length_1000_cov_13.986254	644.607	1000	0.338	4.0	100.0	1000	3668	3703	0.3586	648	369.44
SRR7892471	NODE_2289_length_1000_cov_0.518900	17.497	1000	0.458	2.0	100.0	1000	103	97	0.4442	18	9.13
SRR7892471	NODE_2293_length_1000_cov_0.279496	10.636	1000	0.555	2.0	94.0	940	59	60	0.5261	9	8.25
SRR7892471	NODE_2298_length_999_cov_1.753440	88.3113	999	0.5045	2.0	100.0	999	518	567	0.5009	80	61.94
SRR7892471	NODE_2300_length_999_cov_1.208716	51.2092	999	0.4555	1.0	100.0	999	307	329	0.46	46	36.29
SRR7892471	NODE_2309_length_999_cov_0.277523	17.025	999	0.3704	2.0	100.0	999	104	95	0.3856	13	14.35
SRR7892471	NODE_2317_length_998_cov_0.408726	16.9168	998	0.3587	1.0	100.0	998	96	95	0.3836	13	10.63
SRR7892471	NODE_2320_length_998_cov_0.072331	7.2655	998	0.5251	3.0	97.8958	977	52	50	0.5047	6	4.07
SRR7892471	NODE_2323_length_997_cov_1.913793	83.335	997	0.4875	2.0	100.0	997	500	498	0.4852	78	36.25
SRR7892471	NODE_2324_length_997_cov_0.739080	45.5547	997	0.5757	1.0	99.7994	995	289	264	0.5607	42	30.61
SRR7892471	NODE_2330_length_996_cov_1.457998	45.9357	996	0.5382	2.0	100.0	996	294	295	0.4972	37	38.08
SRR7892471	NODE_2331_length_996_cov_0.451093	25.0994	996	0.4518	1.0	100.0	996	169	151	0.4732	15	24.13
SRR7892471	NODE_2334_length_996_cov_0.230150	10.1516	996	0.3343	1.0	100.0	996	57	56	0.3502	8	6.62
SRR7892471	NODE_2337_length_995_cov_0.768433	32.1447	995	0.599	3.0	100.0	995	180	184	0.6081	30	13.19
SRR7892471	NODE_2340_length_995_cov_0.313364	12.4533	995	0.4643	2.0	100.0	995	74	74	0.4538	12	6.74
SRR7892471	NODE_2344_length_994_cov_5.633218	227.4698	994	0.4618	1.0	100.0	994	1244	1249	0.4462	158	196.32
SRR7892471	NODE_2351_length_994_cov_0.339100	16.8903	994	0.4759	1.0	96.2777	957	92	95	0.4639	13	11.96
SRR7892471	NODE_2352_length_994_cov_0.287197	17.4477	994	0.3672	1.0	100.0	994	105	103	0.3833	17	12.54
SRR7892471	NODE_2354_length_994_cov_0.152249	8.0946	994	0.4477	2.0	100.0	994	54	52	0.4569	7	4.73
SRR7892471	NODE_2355_length_994_cov_0.121107	8.1942	994	0.3048	2.0	91.5493	910	49	51	0.3272	7	5.66
SRR7892471	NODE_2361_length_993_cov_0.159353	11.8852	993	0.4552	2.0	98.5901	979	70	70	0.4693	13	5.41
SRR7892471	NODE_2363_length_992_cov_0.510983	43.6371	992	0.5837	1.0	100.0	992	268	255	0.5896	39	18.23
SRR7892471	NODE_2364_length_992_cov_0.432370	34.7611	992	0.5544	2.0	99.8992	991	207	219	0.5524	26	25.82
SRR7892471	NODE_2372_length_991_cov_0.109954	15.2523	991	0.5126	1.0	99.5964	987	93	92	0.5135	13	9.82
SRR7892471	NODE_2377_length_990_cov_0.333720	11.3354	990	0.4051	1.0	97.5758	966	73	74	0.423	8	9.67
SRR7892471	NODE_2379_length_989_cov_0.426914	31.8746	989	0.5511	5.0	100.0	989	211	211	0.5158	27	18.21
SRR7892471	NODE_2383_length_989_cov_0.135731	7.6876	989	0.4277	2.0	89.181	882	47	47	0.4387	7	4.96
SRR7892471	NODE_2384_length_988_cov_1.445993	39.8674	988	0.3745	1.0	98.8866	977	206	208	0.3937	24	38.92
SRR7892471	NODE_2387_length_988_cov_0.190476	13.9393	988	0.4474	2.0	100.0	988	83	83	0.443	14	5.69
SRR7892471	NODE_2388_length_988_cov_0.092915	16.7945	988	0.4868	2.0	100.0	988	105	105	0.4694	15	9.2
SRR7892471	NODE_2394_length_987_cov_0.181395	13.1844	987	0.5623	2.0	100.0	987	80	80	0.5865	12	8.88
SRR7892471	NODE_2399_length_986_cov_0.247963	12.5294	986	0.4909	2.0	100.0	986	78	73	0.5002	10	9.86
SRR7892471	NODE_2400_length_986_cov_0.203725	6.8438	986	0.4148	2.0	100.0	986	36	37	0.422	6	4.31
SRR7892471	NODE_2410_length_985_cov_0.109557	6.6457	985	0.4518	2.0	85.5838	843	36	37	0.4548	6	5.18
SRR7892471	NODE_2411_length_985_cov_0.083916	5.1147	985	0.3695	2.0	95.736	943	31	32	0.3832	5	3.29
SRR7892471	NODE_2415_length_984_cov_0.290548	11.187	984	0.4329	1.0	97.0528	955	85	86	0.4384	10	7.94
SRR7892471	NODE_2416_length_984_cov_0.249708	8.7205	984	0.3262	1.0	100.0	984	48	50	0.3411	8	5.6
SRR7892471	NODE_2421_length_983_cov_1.171729	37.6378	983	0.3866	1.0	99.7965	981	203	202	0.39	40	15.89
SRR7892471	NODE_2427_length_983_cov_0.235981	8.529	983	0.472	2.0	98.2706	966	47	51	0.4765	8	4.49
SRR7892471	NODE_2428_length_983_cov_0.226636	18.8789	983	0.469	1.0	99.5931	979	113	114	0.4778	15	14.1
SRR7892471	NODE_2430_length_983_cov_0.121495	10.3337	983	0.4761	1.0	100.0	983	62	63	0.4815	6	9.09
SRR7892471	NODE_2432_length_982_cov_1.501754	55.7963	982	0.3625	3.0	100.0	982	306	306	0.4066	20	67.96
SRR7892471	NODE_2441_length_982_cov_0.095906	6.223	982	0.5112	1.0	90.224	886	37	37	0.5066	6	3.48
SRR7892471	NODE_2442_length_982_cov_0.019883	7.9695	982	0.5214	1.0	100.0	982	52	51	0.5092	7	4.34
SRR7892471	NODE_2444_length_981_cov_1.033958	45.051	981	0.5729	3.0	100.0	981	272	271	0.5619	40	26.94
SRR7892471	NODE_2447_length_981_cov_0.351288	10.212	981	0.422	2.0	99.3884	975	58	58	0.4462	8	7.6
SRR7892471	NODE_2450_length_981_cov_0.179157	14.4801	981	0.4495	1.0	100.0	981	88	82	0.4477	14	10.77
SRR7892471	NODE_2465_length_979_cov_0.261737	9.7467	979	0.5802	2.0	100.0	979	55	54	0.588	9	5.71
SRR7892471	NODE_2467_length_979_cov_0.219484	10.4607	979	0.3524	2.0	100.0	979	68	66	0.3683	8	7.11
SRR7892471	NODE_2468_length_979_cov_0.208920	8.8121	979	0.4576	2.0	96.3228	943	49	49	0.4414	7	6.68
SRR7892471	NODE_2473_length_978_cov_2.444183	158.7873	978	0.3476	2.0	100.0	978	948	932	0.3672	125	127.71
SRR7892471	NODE_2477_length_978_cov_0.170388	11.7423	978	0.4785	3.0	100.0	978	65	64	0.4774	10	9.29
SRR7892471	NODE_2479_length_978_cov_0.048179	9.8006	978	0.4233	1.0	100.0	978	103	102	0.4414	7	10.86
SRR7892471	NODE_2484_length_977_cov_0.149412	9.4401	977	0.3838	2.0	100.0	977	54	54	0.396	9	4.5
SRR7892471	NODE_2488_length_976_cov_0.201413	9.8566	976	0.4232	1.0	89.5492	874	57	56	0.4177	9	8.6
SRR7892471	NODE_2496_length_974_cov_8.886659	324.2926	974	0.5092	1.0	100.0	974	1734	1742	0.5133	248	271.05
SRR7892471	NODE_2500_length_974_cov_0.318772	24.0113	974	0.5483	2.0	100.0	974	146	149	0.5554	18	17.43
SRR7892471	NODE_2502_length_974_cov_0.121606	12.9579	974	0.3973	1.0	100.0	974	79	77	0.4082	12	7.03
SRR7892471	NODE_2508_length_973_cov_0.082742	17.7688	973	0.444	1.0	100.0	973	126	127	0.4463	6	23.03
SRR7892471	NODE_2513_length_972_cov_0.287574	20.4763	972	0.3663	1.0	100.0	972	127	129	0.3873	15	15.15
SRR7892471	NODE_2514_length_972_cov_0.216568	17.2037	972	0.3909	1.0	99.8971	971	103	103	0.395	16	8.66
SRR7892471	NODE_2516_length_971_cov_1.034360	49.2111	971	0.5427	1.0	100.0	971	300	278	0.5371	28	43.9
SRR7892471	NODE_2522_length_971_cov_0.125592	6.7034	971	0.4119	2.0	100.0	971	34	35	0.4181	6	4.11
SRR7892471	NODE_2527_length_970_cov_0.361803	24.4124	970	0.4412	2.0	100.0	970	152	146	0.4342	20	13.95
SRR7892471	NODE_2533_length_970_cov_0.151839	11.4412	970	0.468	1.0	100.0	970	77	79	0.463	9	9.01
SRR7892471	NODE_2534_length_969_cov_2.790974	110.5428	969	0.4727	1.0	100.0	969	609	584	0.4734	117	63.63
SRR7892471	NODE_2538_length_969_cov_0.167458	8.3168	969	0.4706	2.0	100.0	969	41	40	0.4746	6	7.13
SRR7892471	NODE_2541_length_969_cov_0.078385	11.0124	969	0.5046	1.0	100.0	969	61	60	0.5046	10	6.07
SRR7892471	NODE_2546_length_968_cov_0.101070	6.4019	968	0.4866	1.0	96.7975	937	37	37	0.4874	6	3.64
SRR7892471	NODE_2551_length_967_cov_0.108333	3.787	967	0.4374	1.0	92.8645	898	22	22	0.4401	3	3.28
SRR7892471	NODE_2553_length_966_cov_0.636472	28.7899	966	0.3954	3.0	100.0	966	204	210	0.4071	23	25.16
SRR7892471	NODE_2560_length_966_cov_0.123957	7.2464	966	0.4617	2.0	100.0	966	40	39	0.4519	6	5.29
SRR7892471	NODE_2561_length_966_cov_0.060787	7.8385	966	0.3706	1.0	100.0	966	46	49	0.3645	7	6.32
SRR7892471	NODE_2569_length_964_cov_0.274791	8.0041	964	0.389	1.0	100.0	964	56	55	0.4003	7	5.85
SRR7892471	NODE_2572_length_964_cov_0.172043	6.4969	964	0.4295	2.0	100.0	964	37	36	0.4274	6	3.52
SRR7892471	NODE_2575_length_963_cov_0.721292	21.5504	963	0.3915	2.0	100.0	963	111	110	0.3978	19	11.07
SRR7892471	NODE_2583_length_962_cov_0.138922	15.0343	962	0.3046	1.0	99.3763	956	89	89	0.3141	15	12.69
SRR7892471	NODE_2590_length_961_cov_0.083933	7.3434	961	0.41	2.0	99.7919	959	39	40	0.425	8	3.55
SRR7892471	NODE_2591_length_961_cov_0.028777	5.1946	961	0.4464	1.0	92.6119	890	30	29	0.4464	5	3.73
SRR7892471	NODE_2594_length_960_cov_0.294118	11.125	960	0.5292	1.0	100.0	960	67	65	0.5235	9	7.38
SRR7892471	NODE_2605_length_958_cov_3.270758	154.8111	958	0.4144	3.0	99.3737	952	853	865	0.4234	83	143.48
SRR7892471	NODE_2607_length_958_cov_0.742479	35.3445	958	0.4259	2.0	98.3299	942	190	194	0.4287	38	13.89
SRR7892471	NODE_2611_length_958_cov_0.085439	15.1858	958	0.2975	2.0	100.0	958	96	99	0.3313	11	12.22
SRR7892471	NODE_2613_length_957_cov_1.372289	52.6102	957	0.466	2.0	99.4775	952	276	281	0.4748	32	50.46
SRR7892471	NODE_2615_length_957_cov_0.116867	13.6061	957	0.3762	1.0	99.373	951	77	77	0.3838	11	8.19
SRR7892471	NODE_2619_length_956_cov_0.476478	45.499	956	0.3912	2.0	99.477	951	277	272	0.4118	42	22.97
SRR7892471	NODE_2620_length_956_cov_0.382388	19.8002	956	0.3692	1.0	100.0	956	113	113	0.3695	15	13.88
SRR7892471	NODE_2622_length_956_cov_0.243667	11.6653	956	0.4132	1.0	100.0	956	68	67	0.4488	11	6.53
SRR7892471	NODE_2626_length_956_cov_0.110977	4.8808	956	0.3692	3.0	100.0	956	26	27	0.3881	4	3.74
SRR7892471	NODE_2627_length_956_cov_0.084439	7.3305	956	0.5356	2.0	91.9456	879	44	43	0.544	6	6.73
SRR7892471	NODE_2628_length_955_cov_0.440821	21.6503	955	0.6136	2.0	100.0	955	122	123	0.6017	22	13.07
SRR7892471	NODE_2638_length_955_cov_0.150966	19.133	955	0.4775	1.0	100.0	955	104	105	0.4644	11	21.19
SRR7892471	NODE_2643_length_954_cov_0.562273	21.9738	954	0.543	4.0	100.0	954	122	125	0.5618	17	12.33
SRR7892471	NODE_2647_length_953_cov_0.223971	9.4103	953	0.4565	3.0	100.0	953	52	51	0.4504	7	7.06
SRR7892471	NODE_2648_length_953_cov_0.104116	6.6925	953	0.426	1.0	92.9696	886	39	39	0.4248	6	4.4
SRR7892471	NODE_2660_length_952_cov_0.130909	6.7868	952	0.5053	1.0	100.0	952	35	35	0.5061	6	4.25
SRR7892471	NODE_2661_length_951_cov_7.731796	368.3375	951	0.3375	2.0	100.0	951	1983	1989	0.3496	79	434.09
SRR7892471	NODE_2666_length_951_cov_0.094660	8.9664	951	0.5521	1.0	99.8948	950	78	80	0.5378	8	9.14
SRR7892471	NODE_2669_length_950_cov_0.962333	39.8032	950	0.3726	3.0	100.0	950	213	212	0.3844	38	20.85
SRR7892471	NODE_2674_length_950_cov_0.128797	10.78	950	0.4768	2.0	100.0	950	61	60	0.4712	11	3.63
SRR7892471	NODE_2689_length_949_cov_0.110706	6.2929	949	0.4626	1.0	100.0	949	36	36	0.4691	6	3.6
SRR7892471	NODE_2690_length_948_cov_0.697929	27.7848	948	0.4399	1.0	100.0	948	182	178	0.4478	24	14.79
SRR7892471	NODE_2696_length_947_cov_2.257317	67.2471	947	0.49	2.0	100.0	947	356	349	0.4868	64	32.36
SRR7892471	NODE_2697_length_947_cov_1.964634	71.2313	947	0.4498	2.0	92.1859	873	379	378	0.4597	59	56.38
SRR7892471	NODE_2703_length_947_cov_0.152439	8.4171	947	0.4562	1.0	86.1668	816	46	46	0.4674	7	7.13
SRR7892471	NODE_2707_length_946_cov_0.692308	42.8203	946	0.351	1.0	100.0	946	235	236	0.3589	33	28.7
SRR7892471	NODE_2713_length_945_cov_0.281174	9.3344	945	0.4011	1.0	100.0	945	51	52	0.3966	8	5.52
SRR7892471	NODE_2720_length_944_cov_3.768666	181.9343	944	0.4778	2.0	100.0	944	975	965	0.5068	132	137.44
SRR7892471	NODE_2723_length_944_cov_0.444308	18.2881	944	0.4841	1.0	100.0	944	105	104	0.4737	17	11.34
SRR7892471	NODE_2726_length_943_cov_2.296569	101.3839	943	0.4327	2.0	100.0	943	553	553	0.4427	86	62.62
SRR7892471	NODE_2728_length_943_cov_0.466912	15.9618	943	0.5217	2.0	100.0	943	89	90	0.5215	14	8.42
SRR7892471	NODE_2730_length_943_cov_0.144608	8.2789	943	0.4814	1.0	94.8038	894	61	60	0.4675	7	6.88
SRR7892471	NODE_2741_length_941_cov_2.122850	98.0191	941	0.3815	3.0	100.0	941	535	542	0.3875	66	102.31
SRR7892471	NODE_2742_length_941_cov_0.896806	49.6153	941	0.508	2.0	100.0	941	286	283	0.497	29	36.55
SRR7892471	NODE_2743_length_941_cov_0.464373	27.1073	941	0.3029	4.0	100.0	941	148	149	0.3437	13	29.33
SRR7892471	NODE_2746_length_941_cov_0.213759	13.2455	941	0.4793	1.0	97.6621	919	72	70	0.4876	13	7.54
SRR7892471	NODE_2747_length_941_cov_0.181818	10.3209	941	0.4368	2.0	98.7248	929	59	58	0.4412	10	5.64
SRR7892471	NODE_2751_length_940_cov_1.174662	54.7957	940	0.5021	1.0	100.0	940	285	286	0.5166	56	28.91
SRR7892471	NODE_2752_length_940_cov_0.551046	32.1011	940	0.4372	2.0	100.0	940	178	183	0.4292	23	30.23
SRR7892471	NODE_2756_length_940_cov_0.217712	12.5681	940	0.4426	1.0	100.0	940	67	64	0.4434	12	6.36
SRR7892471	NODE_2757_length_940_cov_0.210332	10.4255	940	0.3681	2.0	100.0	940	66	67	0.3828	8	8.9
SRR7892471	NODE_2760_length_940_cov_0.159902	5.7936	940	0.5255	2.0	97.766	919	36	36	0.5149	5	3.37
SRR7892471	NODE_2765_length_939_cov_0.467980	20.8445	939	0.5304	2.0	100.0	939	121	120	0.5156	15	17.87
SRR7892471	NODE_2767_length_939_cov_0.419951	31.8882	939	0.6241	3.0	100.0	939	182	183	0.6124	26	16.78
SRR7892471	NODE_2772_length_939_cov_0.161330	12.1363	939	0.3227	2.0	100.0	939	70	69	0.3367	10	7.95
SRR7892471	NODE_2775_length_938_cov_0.340321	19.6397	938	0.6258	3.0	100.0	938	117	114	0.6207	22	9.67
SRR7892471	NODE_2777_length_938_cov_0.324291	15.1716	938	0.3785	3.0	100.0	938	89	89	0.4061	14	8.17
SRR7892471	NODE_2784_length_937_cov_5.783951	300.8122	937	0.5251	2.0	100.0	937	1652	1649	0.5206	131	307.96
SRR7892471	NODE_2787_length_937_cov_0.238272	7.0512	937	0.4034	2.0	92.7428	869	39	39	0.4124	7	4.44
SRR7892471	NODE_2790_length_936_cov_0.363412	20.5459	936	0.3323	2.0	100.0	936	110	112	0.3322	20	6.82
